Designator,Mid X,Mid Y,Rotation,Layer
C1,84.9845,-55.8292,0.0,top
C2,94.6404,-55.3212,0.0,top
D1,84.582,-82.262132,0.0,top
D2,84.542,-77.122866,180.0,top
D3,84.582,-87.4014,0.0,top
D4,84.542,-71.9836,180.0,top
D5,98.6536,-64.643,270.0,top
D6,97.9424,-92.075,90.0,top
J1,87.04,-96.52,270.0,top
J2,105.283,-100.838,0.0,top
J3,104.14,-55.88,0.0,top
R1,96.139,-60.5282,0.0,top
R2,96.1898,-98.9584,180.0,top
SW1,97.77,-77.28,90.0,top
U1,87.5845,-64.1604,0.0,top
